Type,ID,Title,S1,S2,S3,S4,S5,S6,S7,S8,Sentence
P0509,110,才30岁，杭州小伙确诊癌症！以为只是胖！医生提醒：太危险,重度肥胖,颈部暴露困难,给术中插管及后续的复 苏都增加了难度,,,,,,同时，由于小刘重度肥胖，颈部暴露困难，属于困难气道，给术中插管及后续的复 苏都增加了难度
P0982,111,谷歌工程师杀妻案开庭 陈立人入狱近半年明显发福,略微有些发福,,,,,,,,第二次认罪听证会 当日，他身穿红色囚服坐在法庭被告席上，明显可见略微有些发福，但似乎精神状态不佳，几次闭目养神
P0472,112,彻底放飞自我?阿娇最新演出胖成“阿爆”演出划水,被吐槽,胖成了“阿爆”,,,,,,,在twins最新巡演新加坡站中，阿娇又一次被吐槽了，不仅胖成了“阿爆”，连演出也划水，全靠着阿Sa努力营业
P0888,113,肚子越大，脑子越小？肚子大可能“藏”着这些风险,肚子越大，脑子越傻,,,,,,,,2023年2月，新加坡研究人员在柳叶刀子刊发 表的《肥胖影响亚洲人群的认知功能》研究显示，肚子越大，脑子越傻
P0259,114,凤姐美国被偶遇坐公交车 身材发福体重近200斤,胖的非常明显,,,,,,,,不少网友也都注意到凤姐的体型，都说她胖了，还有网友说她差不多有200斤了，胖的非常明显
P0126,115,中国人真的，越来越胖了,从头胖到脚,,,,,,,,不过我们印象中，中国人很少有西方人那种从头胖到脚的情况，这是因为亚洲人跟其他人种比，腹部的脂肪更容易堆积，然后形成“腹部肥胖”，也叫“中心性肥胖”[8]
P0365,116,國會委員會籲全澳學校供餐 改善學生健康,腹部的脂肪更容易堆积,腹部肥胖,中心性肥胖”,,,,,,而此症的高危人士包括： 腹部肥胖者：尤其是那些腰围超标的人
P0077,117,"TVB“最强body”又晒事业线,童年因肥胖自卑抑郁",胖妹子,受到欺凌,患上社交恐惧症,,,,,,而郭佩文更回忆起自己小时候也是一位胖妹子，因此也受到欺凌而患上社交恐惧症
P1023,118,这是黄晓明？暴肥15公斤「脸圆肚凸又秃头」自嘲：喝水都胖,胖了不少,大了个肚子,像个发福中年男,让不少粉丝滤镜全碎,,,,,但最近却 被发现胖了不少，还大了个肚子，活脱脱就像个发福中年男，让不少粉丝滤镜全碎
P0274,119,"别超重!体重如果达到这个数,等于大脑早衰了12年",胖人,,,,,,,,河北省人民医院心内科主任医师郭艺芳也表示，从肥胖和健康角度来看，几乎可以说——不存在健康的胖人
P0441,120,对比41岁贾玲和沈腾老婆后，才发现压力胖和幸福肥的差距一目了然,身材胖乎乎的,,,,,,,,"沈腾一家三口在酒店度假,沈腾的儿子侧脸曝光,能看出来身材胖乎乎的,神似沈腾和王琦 的结合体"
P1009,121,身材决定寿命？研究发现：大腿粗、屁股大的人，可能更长寿,肚子肥胖,容易引起脂肪肝发生,诱发其他的肝功能损伤出现,,,,,,肚子肥胖意味着内脏脂肪增多，这样一来很容易引起脂肪肝发生，没有及时干预容易让肝细胞功能持续下降，继而诱发其他的肝功能损伤出现
P0146,122,中年發福不是福 腰圍超標是警訊,啤酒肚,大肚腩,啤酒肚,肚子就这么吃出来,,,,,"3.减少饮酒:不少男性有著啤酒肚,究竟是喝酒才导致大肚腩?还是肥胖导致?「啤酒肚」和喝啤酒并没有直接关系,但一罐啤酒等于半碗饭,而且饮酒总是会配下酒菜、炸物或烧烤等,一杯又一杯,一口又一口,肚子就这么吃出来,因此应该限制每天的饮酒量"
P0871,123,【美女】对不起！男人眼中的微胖，长这样,丰满、圆润,,,,,,,,身材曲线优美、丰满、圆润，你为何如此优秀
P0583,124,杀人犯仅坐牢一年 体重飙升至400斤 竟获释回家减肥,异常肥胖,,,,,,,,毕竟，监狱不是福利机构，无法派专人照顾一个异常肥胖的罪犯
P0601,125,“梨形身材是基因彩票”上热搜，网友：谢谢，有被安慰到,细腰肥臀,梨型身材,患代谢相关慢性病的风险较低,寿命更长,,,,,在科学家看来，细腰肥臀的梨型身材，患代谢相关慢性病的风险较低，寿命更长
P1095,126,面相变了!贾玲最新露面 体重竟反弹回归原状,复胖,,,,,,,,而且这次的贾玲和上次筹备《热辣滚烫》时截然不同，尽管复胖了，却只是跟大家开着关于身材的玩笑，压根没怎么提及自己的新电 影，全然没有了之前那种大张旗鼓宣传的架势，这前后的反差着实让人觉得诧异
P0259,127,凤姐美国被偶遇坐公交车 身材发福体重近200斤,身材明显发福,脸大了一圈,大肚腩,腿都变得粗壮,年龄感一下子出来了,,,,可以看到，凤姐的身材明显发福，脸大了一圈，大肚腩抢镜，连腿都变得粗壮了，感觉胖了不止20斤，年龄感一下子出来了
P0521,128,报告：全球45%的人口正在努力减肥！一年“胖死”280万人！澳洲所在地的风水不好？大洋洲都要胖炸了！,胖死,,,,,,,,全球每年“胖死”的人至少达280万人
P0040,129,58岁巩俐出席活动，网纱上衣搭鱼尾裙身材超绝，自然老去获赞,肩膀、背部和大臂都是中年人最容易变厚发福的部位,赘肉,,,,,,,肩膀、背部和大臂都是中年人最容易变厚发福的部位，但是已经58岁的巩俐却保养得很好，身上没有一丝赘肉，身材凹凸有致
P0205,130,【健康知识】胖哪儿都不能胖这里！,肥嘟嘟,胖出一大圈的啤酒肚,胖肚子,,,,,,在男性眼里肥嘟嘟胖出一大圈的啤酒肚才叫胖肚子
P0396,131,大腹便便同時出現這些症狀 當心是腫瘤,中年以上….几乎都有,腹部变大,,,,,,,"中年以上的人,几乎都有腹部变大的现象,而真正腹腔内造成的腹胀原因还很多"
P0340,132,周末飞韩国打200块变美针 白领迷上特种兵医美,失恋后,暴饮暴食,发胖,怕没人喜欢,做抽脂手术,,,,失恋后暴饮暴食导致发胖，怕没人喜欢，她便独自躺上手术台做抽脂手术，抽掉肚腩和大腿的脂肪
P0927,133,腹部、大腿還是手臂?,酒精,啤酒肚,悄悄变大,,,,,,"规律运动能优先动员腹部脂肪,快走、游泳、重量训练都有效;饮食上少吃精致淀粉,多摄取蛋白质与膳食纤维,也能帮助控制:酒精是堆积内识脂防的“大魔王”,即使体重没变,啤酒肚却会悄悄变大,适度戒酒相当重要"
P0048,134,200斤女孩为美狂瘦至90斤 ！要么瘦，要么死,面试…拒绝,身材这方面不太行,对社团的面貌影响不好,,,,,,那时她投了6个社团，到了面试环节，所有社团的负责人都用同一个理由拒绝了她：“你的身材这方面不太行，进来以后对社团的面貌影响不好
P1045,135,郑伊健夫妇移居日本逛超市 50岁蒙嘉慧发福疑怀孕,被网友质疑已经怀孕,发福了,肚子有点鼓,,,,,,因此被网友质疑已经怀孕了——不少网友表示蒙嘉慧的肚子有点鼓，猜测她已经怀孕了，但也有人表示蒙嘉慧应该只是发福了，因为她和郑伊健一样，都是丁克家族
P1043,136,那些一胖就胖肚子的人，后来都怎么样了？,一胖都会容易胖肚子,,,,,,,,为什么无论男女，一胖都会容易胖肚子
P0552,137,日本全球最瘦，却又全球最“寿”！日本人为啥这么瘦、又那么寿？,胖子,胖子,,,,,,,而反观我们的大洋彼岸，美国呢，肥胖率达到了32%，这边一条街胖子估计能抵得上日本全体胖子
P1038,138,過於謹慎能保護自己嗎?(三),比较肥胖,,,,,,,,"敏感不是坏 事,因为敏感的本身是用于防范自己不受侵害,结交朋友,尊重他人,比如在谈话时我们应该注意听 话者的感受,若对方比较肥胖,就不易赞美苗条;对方对所讲的话题无兴趣时,我们就应转说其它方 面"
P0192,139,侮辱or玩笑？华人也在用的“修图神器”引发争议，已紧急下架,身材大码,,,,,,,,Ta是黑人变性人，身材大码，且同时和另外一名变性人配偶并共同抚养着一名跨性别的子女
P0885,140,职场有毒！24岁华人妹子上班1年增重40斤！辞职后的变化震惊全球网友…,变胖,,,,,,,,人的一生会遭遇无数麻烦，变胖也只不过是其中之一，它既不是不可避免的，也不是不可解决的
P0990,141,贾玲惊现巴黎奥运会 体重之谜再度引爆,又胖,网友们可炸开了锅,,,,,,,"这次在巴黎奥运会这么重要的场合被发现又胖了,网友们可炸开了锅"
P1107,142,香港知名女星容貌大变，出席活动突然中途退场，患甲亢身体出问题,发胖太明显,网友都在感慨,,,,,,,网上的照片、短视频流出之后，网友都在感慨：江欣燕发胖太明显
P0085,143,一个人胖不胖，看“圆度指数”，比 BMI 更靠谱,中心型肥胖,,,,,,,,内脏脂肪超标者又称为中心型肥胖，其特点是看似“正常”，实际脂肪分布在腹腔内脏的一种肥胖状态，表现为整体看似“正常”，而腰围增加
P0684,144,澳洲254斤胖女减肥128斤！不吃药不节食，完克土澳长肥魔咒！,腿部堆积着大量的脂肪,,,,,,,,那时候，她的腿部堆积着大量的脂肪
P0601,145,“梨形身材是基因彩票”上热搜，网友：谢谢，有被安慰到,梨形身材,长寿”,,,,,,,也有网友表示，“据说梨形身材长寿”
P0274,146,"别超重!体重如果达到这个数,等于大脑早衰了12年",胖人,没有一个…能一直完全健康地活着,,,,,,,可以说，没有一个胖人能一直完全健康地活着
P0130,147,中国男人配不上中国女人？,没有起好的表率作用,体型偏胖,,,,,,,官员在形象上也没有起好的表率作用 1、体型偏胖和穿着不得体让很多官员成为审美重灾区 在中国官场，流行一种穿法：把裤子提到腰以上，配上扎进裤子的白衬衣
P0347,148,唐代以胖为美？从唐代服饰探究其真假,虎背熊腰,脸似大饼,,,,,,,根据出土的杨玉环画像来看，杨玉环本人的身材是十分匀称的，并没有“虎背熊腰”“脸似大饼”，反而处处都显得刚刚好，让人情不自禁想要对其身姿的完美赞扬一番
P0341,149,周華健身材變化引熱議 曬「腹肌」幽默回應,发胖,大了很多,,,,,,,随著周华健发胖照片的流出，不少网友发现，周华健的身材与他年轻时相比，确实大了很多
P0245,150,内马尔最新照片大变样 明显发福成“肉马尔”,身材有些发福,脸部明显发胖,显得“肉嘟嘟”,,,,,,可以明显看到，内马尔身材有些发福，尤其是脸部明显发胖，显得“肉嘟嘟”
P0839,151,笑话天地2,丰满,猪,,,,,,,"女人胖是丰满,瘦是苗条,高是修长,矮是玲珑!男人胖是猪,瘦是排骨,高是竹竿,矮是冬瓜"
P0987,152,贝克汉姆妻子分享子女们大合影 女儿小七显发福,有一些偏胖,,,,,,,,” 塔娜·霍尔丁和克鲁兹同龄，两人于去年5月开始约会，塔娜身材高大，还有一些偏胖，但克鲁兹第一次见到她时，就被对方身上的淳朴 所打动，展开热烈追求
P0357,153,国家喊你减肥真相曝光：中国已成超重大国，胖下去后果太严重,胖到不能回头,,,,,,,,别等胖到不能回头，赶紧行动吧
P0012,154,23岁女硕士砸2万相亲 婚介包装四旬男冒充小鲜肉,体型发福,给人的感觉油腻,,,,,,,他体型发福，给人的感觉油腻
P0620,155,毒蘑菇厨子四次企图谋害前夫 曾任空中交通管制员,胖了一些,,,,,,,,他说：“她胖了一些，但看起来非常眼熟，而且她的名字也跟我们记忆中一样，当时我们有90%到95%的把握认为这是同 一个人，当我们在报纸上看到她的母亲姓斯卡特时，我们就完全确定了
P0422,156,孕婦產檢因「體重超標」心碎 污名化影響女性參與醫療,体型较大,,,,,,,,尽管现在超过一半的澳洲女性体型较大，但孕妇仍然持续遭受体重偏见
P0019,157,33岁张含韵被骂“爆肥”！1.62米55公斤，本人晒秤自嘲“真的胖”,脸有点浮肿,,,,,,,,网友说她“脸有点浮肿”，她开朗回应：“不是浮肿，是真的胖，哈哈
P0601,158,“梨形身材是基因彩票”上热搜，网友：谢谢，有被安慰到,梨形身材,基因彩票,,,,,,,不久前，话题“原来梨形身材是基因彩票”冲上热搜，引发网友热议
P1074,159,關曉彤胖成27歲少婦 網友辣評,身上的肉肉一堆,粗壮手臂,,,,,,,身上的肉肉一堆，完全遮不住她的粗壮手臂
P0524,160,拒绝中年“发福”，从这12件小事入手，生活化“减脂”！,年龄增长,身体的新陈代谢逐渐减慢,容易出现发福,,,,,,作为一个中年人，我深知随着年龄增长，身体的新陈代谢逐渐减慢，容易出现发福的情况
P1046,161,"郑伊健爱妻在日4年胖27斤,希望观众接受全新的她",中年,发福,感情稳定,,,,,,如今蒙嘉慧中年发福，但她和郑伊健的感情稳定，无需刻意保持体型去取悦任何人
P0723,162,澳洲研究：女性腰部有点赘肉，可降低骨折危险！身体上的这6个“缺陷”反而让你更健康,显壮,,,,,,,,5. 骨架大——骨质疏松来得晚 不少女性羡慕骨架小的女生，骨架大了感觉长点肉就显壮
P0100,163,七成高血压归因于“胖”！这种肥胖类型最危险……,腰围同样越来越大,,,,,,,,中国成年人的平均腰围同样越来越大，从1993年的76厘米、2007年的80.7厘米，增加到2015~2017年的83.4~83.5厘米
P0577,164,最纯艳星知三当三陷“不伦恋”如今身材发福变残,身材发福,熟悉的美人神韵依然在,,,,,,,但纵使身材发福，盈盈一笑间，熟悉的美人神韵依然在
P0371,165,"在所有肥胖的危害里,「精神疾病」是我没想到的",感到焦虑或压力,自己比别人胖,,,,,,,人人都有让自己感到焦虑或压力的事，但肥胖人群可能多了一个：自己比别人胖
P0321,166,吃播鼻祖减肥200斤轰动全网：攒了两年的假视频骗过所有网友，只为整个大活？？！,体型肥胖臃肿,,,,,,,,（鳄梨减肥成功了）这简直让人不敢相信自己的眼睛，明明6天前他刚在小号上更新，视频里依旧体型肥胖臃肿，这才过去6天，怎么可能就换了一个人
P0600,168,梨形身材才是最完美身材！中了基因彩票 寿命更长,标准苹果,最不健康,上半身肉多得很,,,,,,与之相对，最不健康的是“标准苹果”，上半身肉多得很，腿上却没多少脂肪
P0441,169,对比41岁贾玲和沈腾老婆后，才发现压力胖和幸福肥的差距一目了然,像猪一 样,被某导演指着鼻子痛骂,,,,,,,贾玲自曝曾经自己由于身材问题，被某导演指着鼻子痛骂：“你别说话了，像猪一 样
P0472,170,彻底放飞自我?阿娇最新演出胖成“阿爆”演出划水,长胖了,蹦不动,变胖,,,,,,当然有粉丝赶紧解释，说毕竟阿娇长胖了蹦不动，但变胖这件事又不是观众的责任
P0574,171,最新研究：长胖真的会让人变傻！,长胖,会让大脑变“傻” ,内脏脂肪增加,认知年龄可衰老,,,,,长胖会让大脑变“傻”     《柳叶刀》子刊曾发表研究发现，内脏脂肪增加0.27千克，认知年龄可衰老0.7年
P0743,172,热搜爆了！贾玲大波浪晚礼服惊艳网友！专家：贾玲减肥的案例普通人可以复刻,易胖体质,抱怨自己,,,,,,,有的人会抱怨自己是“易胖体质”，很难减肥
P0525,173,拒身材焦虑 手撕病态美?她被控性骚扰!搞体重羞辱,身材丰满,,,,,,,,在这之前，Lizzo曾斥责她们在表演前喝酒，而当时克里斯托反驳了她，不由得让人觉得这两件事有关系…… 除此之前，三人还指控Lizzo的团队对待舞蹈队的黑人成员与其他成员不同，“只有对待身材丰满的有色人种女性舞者，才会以这种（恶劣的）方式交谈”
P0406,174,奇葩！就因男友喜欢胖子！澳洲美女模特增肥至357斤！网友们都替她急死了！,胖女孩,微胖美女,,,,,,,杰夫喜欢的胖女孩可不是大众认知中的那种微胖美女
P0623,175,汪小菲三胎来了?马筱梅穿连衣裙小腹隆起,状态发福,,,,,,,,最近马筱梅状态发福，直播时还被网友发现会动不动恶心反胃，被怀疑是不是怀孕了，虽然此前马筱梅曾怒斥营销号不要乱写，但最近狗仔拍到她和汪小菲参加朋友喜宴，身材确实有明显变化
P0239,177,关晓彤最新状态惹争议:发福脸肿 年龄感尽显,体型富态,看上去显老,给人一种“姨感”,,,,,,但关晓彤才26岁，正是年轻的时候，看上去显老也正是因为体型富态，才给人一种“姨感”
P1059,178,“重”视体重，“轻”松生活：肥胖问题我们说清楚,胖点,“长个儿,,,,,,,❓问：孩子胖点是不是“长个儿”的表现
P0924,179,脂肪肝泛滥背后，是中国人的代谢危机,全身型肥胖,胖得比较“均匀”,,,,,,,从外形上看，全身型肥胖者胖得比较“均匀”
P0133,180,“中国肥胖地图”火了:41%中国男人超重 这个省最苗条,中年发福,,,,,,,,中年发福一词，用在男性似乎更为贴切
P0528,181,挺住，别躺平！30岁后的男人，减掉肚腩才能赢未来,积累腹部内脏脂肪，,啤酒肚,,,,,,,男性比女性更容易积累腹部内脏脂肪，导致常见的“啤酒肚”
P0261,182,出現這些症狀 其實你正在「發福」,正在「发福」,,,,,,,,"是否常常觉得很快就饿、久坐易累,或是容易便秘?这些徴兆的出现,你可能正在「发福」"
P0752,183,爆火的减肥针：花6千瘦33斤，身体垮了,赘肉,胖子,,,,,,,使用替尔泊肽的9个月里，小齐花了2万多元，瘦了40多斤，看着肚子上一点点消失的赘肉，体重秤上逐渐下降的数字，小齐觉得心满意足，她松了口气：“我终于可以不当胖子了
P0451,184,小李子为爱减肥？恋爱后怒减小肚子，瘦出下颌线,肉肚,吹气球,时胖时瘦,,,,,,要知道这几年肉肚的小李子可是常常长这样的… 这么一看，不光是瘦了，而且是大瘦特瘦… 众所周知，小李子年轻的时候经常在电影里展示精瘦健美身材，但人到中年之后，就开始吹气球…时胖时瘦
P0086,185,一个容易长胖的人，可能是蛋白质没吃够,蛋白质缺乏,“蛋白质杠杆假说,蛋白质摄入不足,更容易长胖,,,,,蛋白质缺乏易长胖 《英国皇家学会会志：生物科学》刊登澳大利亚一项研究证实，“蛋白质杠杆假说”是导致肥胖的重要机制，蛋白质摄入不足更容易长胖
P0960,186,許光漢飛韓國頂零下21度拍攝 自嘲吃澱粉有點變胖,多以淀粉为主,似乎有点变胖,,,,,,,谈到韩国拍戏的经验，许光汉表示，韩国剧组拍摄节奏比较紧凑，其中几天气温更低到摄氏零下21度，晚上在湖边拍打戏时，暖身好了后，等换一个镜头身体又变冷了，而他在饮食上没什么水土不服，只是韩国食物多以淀粉为主，似乎有点变胖
P0146,187,中年發福不是福 腰圍超標是警訊,肚子已经看起来很大,疾病找上身,,,,,,,"如果肚子已经看起来很大,务必努力「瘦腰」,以防疾病找上身"
P0462,188,常吃这4类食物的人，肚子最容易长肉！,梨肚,下腹赘肉多,像个梨,,,,,,梨肚 梨肚的特征是腰细、下腹赘肉多，像个梨
P0871,189,【美女】对不起！男人眼中的微胖，长这样,微胖,更加性感,,,,,,,） 03：@Cuiyingxiu 一直以来，瘦并不是那么好看，反而微胖更加性感
P0592,190,杨钰莹终究发福了!穿搭时尚难掩浮肿 却依然清纯,身材丰腴臃肿,腰部赘 肉横生,,,,,,,无论身材丰腴臃肿的女性还是腰部赘 肉横生的女性去穿着都非常友好，遮肉显瘦的同时也更是有种人在衣中晃的慵懒感，夏天在室内的空调房里去穿再合适不过了
P0399,191,“天然泻药”被发现，一周吃几次，排出宿便降体重，简直福音,小肚腩,积累小肚腩,,,,,,,我每天为了瘦小肚腩坚持运动，后来一个运动认识的朋友告诉我，平时应该多吃一些有助于排宿便的菜，这样可以清除肠道，让体内的油脂变少，才不会积累小肚腩
P0004,192,3类人的肝脏属于“易胖体质”，肝癌风险也在升高,胖不起,,,,,,,,03 你的内脏迫切该减脂了 肝脏真的胖不起
P0181,193,何洁与家人清迈度假，体重反弹胖了有15斤，打扮倒是没那么土气了,手臂肉肉的,肩膀宽厚,没有腰身,,,,,,身着白色背心的何洁露出的手臂肉肉的，肩膀宽厚并没有腰身，而按照何洁之前说的瘦到了90斤的说法，她现在这体重应该是反弹了，用网友的话来说看着胖了有15斤
P0169,194,什么时候才能停止对马思纯身材的审视？,微胖女孩,魅力,,,,,,,因为生病吃药导致身材一度浮肿发胖的马思纯，有自己的一套有效的减肥经验——坚持下去就会发现自己焕然一新的一面
P0871,195,【美女】对不起！男人眼中的微胖，长这样,微胖女孩,魅力,,,,,,,如果你还不明白，那么接下来，让我们一起感受一下微胖女孩的魅力
P0164,196,亚洲首富之子减肥超200斤，又胖回去了！近照曝光,似乎又胖回来了,,,,,,,,然而，人们惊讶地发现，婚前派对上的他似乎又胖回来了
P0807,198,三分之二澳人超重或肥胖 营养师提醒重点关注中央肥胖,肪堆积在腰部,中央肥胖,升高患很多慢性疾病的几率,,,,,,Lisa说：“如果脂肪堆积在腰部的话就比较危险，这就是我们说的中央肥胖，确实是会升高患很多慢性疾病的几率
P0101,199,一个人胖不胖，看“圆度指数”，比 BMI 更靠谱,中心型肥胖,,,,,,,,按照我国人群标准，男性腰围≥90cm，女性≥85cm 即可诊断为中心型肥胖
P0085,200,研究显示:面包燕麦酸奶...长期吃这类食物会变胖还变傻,摄入糖份,变得肥胖,,,,,,,与此同时，越来越多的研究都在警告人们，摄入糖份的危害，它不仅让人变得肥胖，过度紧张、还会引起糖尿病、高血压、心脏病、通风等疾病
P0816,201,國會委員會籲全澳學校供餐 改善學生健康, 腹部肥胖,,,,,,,,代谢综合症的诊断标准通常包括以下5个主要风险因素，患者具有其中三项或以上，则被确认患上代谢综合症： 腹部肥胖 高血压 高血糖 高三酸甘油脂 低高密度脂蛋白（HDL）胆固醇 Advertisement 代谢综合症对健康影响深远，主要包括： 增加心血管疾病风险：如冠状动脉疾病、心脏病发作
P0365,202,大叔因跟好莱坞明星莱昂纳多惊人相似意外走红！近期却不幸失业因为，发福了...,胖版小李子,体重仍然没下来,,,,,,,刚出道时候的宣传人设就是胖版小李子 疫情期间的样子： 他曾发誓要在 2021 年减肥，并表示他将在“2022 年新年”之前“达到最佳状态”，但如今，这位大叔体重仍然没下来
P0394,203,面相变了!贾玲最新露面 体重竟反弹回归原状,胖胖的,浑身肉感十足,笑起来那憨态可 掬,特别招人喜欢,,,,,想当初，胖胖的贾玲浑身肉感十足，笑起来那憨态可 掬的模样特别招人喜欢，可如今减肥成功后再一笑，却好似把一些之前未曾注意到的缺点暴露了出来
P1095,204,欧阳娜娜「腰间肉溢出」画面疯传！网一看全愣了：太尴尬,腰上勒的那两坨肉,太尴尬,,,,,,,」、「腰上勒的那两坨肉太尴尬了」
P0605,205,中年發福不是福 腰圍超標是警訊,中年发福,肚子变大,健康容易逐渐走下坡,,,,,,"中年发福和肚子变大是许多中年人会面临的问题,如果习以为常或轻忽不管,健康容易逐渐走下坡"
P0645,206,清华学霸杀妻案又开庭！拖了359天还没初审，凶手却养得白白胖胖…,明显有些发福,,,,,,,,去年6月7日，第二次认罪听证会，陈终于入座法庭被告席，且明显有些发福
P0009,207,7个不起眼的小习惯，其实可以养肝,体重超标,胖在了肚子上,,,,,,,体重超标的人，很多都胖在了肚子上，尤其是肝脏、肠道等内脏
P1059,208,“重”视体重，“轻”松生活：肥胖问题我们说清楚,腹部肥胖,内脏脂肪多,健康隐患,,,,,,腹部肥胖、内脏脂肪多也可能埋下健康隐患
P0685,209,澳洲专家建议“封杀”圣诞老人！说会教坏小孩！原因竟然是因为太胖？？？,胖乎乎,,,,,,,,辣妈看来 圣诞老人一直以来都是圣诞节 的传统形象代表 胖乎乎又慈祥的老爷爷 是每个孩子美好童年的回忆 我们可以接受花式圣诞老爷爷 但是真没必要一票否决哦
P0130,210,中国男人配不上中国女人？,普遍,发福,与他们常去的地方有关,,,,,,政商界男性普遍发福，与他们常去的地方有关
P1084,211,陈飞宇曝私照后复出，自曝225斤瘦下来全靠跑步，因太胖被排挤,太胖,过得非常痛苦,被同学排挤,体育成绩也特别 差,自卑,,,,他曾透露因为太胖，自己在中学过得非常痛苦，不仅被同学排挤，体育成绩也特别 差，久而久之性格也开始自卑了
P0869,212,【美女】130斤的健身小姐姐有多绝？！大码的“粗腿肥臀”太炸了,多肉微胖,吸人眼 球,,,,,,,好身材绝对没有固定的模板，并不是体重越轻就越好看，多肉微胖也照样吸人眼 球
P0245,213,内马尔最新照片大变样 明显发福成“肉马尔”,略显发福,长胖了,,,,,,,近日，还在养伤中的巴西球星内马尔现身罗马里奥58岁生日派对，从现场照片来看，内马尔略显发福，不知是角度问题还是真的长胖了
P0524,214,拒绝中年“发福”，从这12件小事入手，生活化“减脂”！,中年,发福,,,,,,,但我拒绝中年的发福，我决心通过一些生活中的小事来控制体重，实现健康减脂
P1069,215,长得胖算什么，“体态崩了”才可怕！明明打扮精致，看着却更土了,胖一点,,,,,,,,但当你问到身材和体态哪个更重要时，我想说，体态才是最关键的，胖一点没关系，只要你有好的体态，你的气质就不会差到哪里去，不信的话来看看这些老年人，即便身材没有年轻人紧致，但是体态良好，一站在那里就是人群中的焦点，所以我们千万不能让自己的体态崩掉
P0027,216,43岁贾玲近照曝光！和汪顺一起打球，身材苗条年轻有活力，没复胖,复胖了,,,,,,,,自打贾玲减肥成功之后，只要她露面，媒体就会拿着放大镜审视她，顺便来一句“贾玲疑似复胖了”，以此来吸引眼球
P0888,217,肚子越大，脑子越小？肚子大可能“藏”着这些风险,脑子越小,腰臀比 高,大脑体积要比那些健康的人小一些,,,,,,"研究发现: 肚子越大,可能脑子越小 2019年,英国拉夫堡大学研究人员在临床神经病学杂志上发表的研究显示,肥胖和腰臀比 高(衡量腹部脂肪的一种衡量标准)的人的大脑体积要比那些健康的人小一些"
P0985,218,賈玲「增胖激瘦」不喊苦 下部作品曝光,胖点,,,,,,,,她透露，自己提前三年增重，直到有观众心疼说，「胖点也没什么，但是你要注意身体」的时候，「我觉得这个戏可以拍了」
P1032,219,逆轉民眾代謝症候群 8成腰粗或肥胖民眾 參加計畫後超過5成有改善,腰围过粗,,,,,,,,目前计划管理的病人中，有超过8成腰围过粗或肥胖、超过8成血压偏高、7成5三酸甘油脂偏高、7成高密度脂蛋白胆固醇偏低、超过5成饭前血糖偏高，约2成有吸烟行为
P1075,220,防止肥胖，要像猪一样吃饭,吹气一样地胖起来,,,,,,,,果葡糖浆大量出现在加工食品和甜饮料里｜编辑拍摄 然后人类就吹气一样地胖起来了——当然还有其他多重因素， 但果糖在里面绝对有贡献
P0426,221,孩子胖胖的，是好事吗？,,,,,,,,,生活中，你是不是经常听到这样的话，“小孩子胖哪叫胖啊”“小时候胖不用减肥，以后长大了自然就会瘦了”
P0126,222,中国人真的，越来越胖了,大胖小子,大小胖子,,,,,,,老一辈儿人喜欢的大胖小子，终究变成了大小胖子
P0013,223,24岁中国妹子火上外媒！工作1年长胖40斤，她一怒之下辞职，前后转变惊呆网友...,“过度肥,人体患心脏病、糖尿病、高血压等严重健康问题的风险将大大增加,,,,,,,工作的同时大家一定得注意个人健康问题，如果有“过度肥”“过度劳累”的趋势，就一定要时刻警醒了： 要知道在“过度”后，人体患心脏病、糖尿病、高血压等严重健康问题的风险将大大增加
P1052,224,郭碧婷复工状态引热议 身材发福越来越像向太,身材圆润,脸上同样是多肉状态,在镜头中有种肿胀的感觉,,,,,,郭碧婷不光身材圆润，脸上同样是多肉状态，在镜头中有种肿胀的感觉
P0345,225,哪种体型的人更长寿？研究发现：这个部位“细”点好！,死亡风险最高,,,,,,,,所以，身 材偏瘦、腰围越粗，则死亡风险最高
P0888,226,肚子越大，脑子越小？肚子大可能“藏”着这些风险,腰粗,大肚腩,危害真的很 大,,,,,,"近年来,不断有研究发现,腰粗、长大肚腩的危害真的很 大"
P0190,227,你要瘦下来，最起码在思想上,膨胀时代,肉体上的肥胖,,,,,,,我不想从科学的角度来讨论这个问题，而是从精神或者观念的角度来讨论：中国人是该告别“膨胀时代”了，不但是肉体上的肥胖，也包括精神世界的膨胀和油腻
P1046,228,"郑伊健爱妻在日4年胖27斤,希望观众接受全新的她",肥仔,,,,,,,,幽默表示可以很拽的说，只是她不想减肥而已，因为没有原因需要减肥，她忍不了美食的诱惑，体重仍有上升的空间，还说“肥仔”也可以拍东西，知道观众的接受力很大，只是大家习惯拿她从前的她作比较，她自己其实没有压力
P1110,229,"马云现身设家宴:身材发福,豪宅庭院内景曝光",看上去有点发福,脸胖了一大圈,,,,,,,马云已经久违现身了，如今58岁 的马云看上去有点发福，尤其是脸胖了一大圈，整个人看上去有点憔悴
P0685,230,澳洲专家建议“封杀”圣诞老人！说会教坏小孩！原因竟然是因为太胖？？？,胖子,胖子,,,,,,,总之，在澳洲不需要教孩子们成为胖子，也不需要教孩子们讨厌胖子
P0357,231,国家喊你减肥真相曝光：中国已成超重大国，胖下去后果太严重,胖得显眼,“偷着胖,腰围却超标,埋下健康隐患,,,,,这不是“胖得显眼”，而是“偷着胖”——很多人看似不胖，腰围却超标，内脏脂肪早已埋下健康隐患
